,YEAR,STATE,State_Abrv,COUNTY,DEATHS,TOTAL_POP,_merge_old,COUNTY_Abrv,mortality_rate_state_avg,_merge,Deaths_Per_Cap,treatment_status
4065,2007,California,CA,RIVERSIDE COUNTY,228.0,2075183,both,RIVERSIDE,5.30202347781237e-05,both,0.00010986982834766862,Control
4066,2007,California,CA,SACRAMENTO COUNTY,212.0,1381161,both,SACRAMENTO,5.30202347781237e-05,both,0.00015349405319148166,Control
4067,2007,California,,SAN BENITO COUNTY,3.0,54072,left_only,SAN BENITO,5.30202347781237e-05,both,5.5481580115401686e-05,Control
4068,2007,California,CA,SAN BERNARDINO COUNTY,167.0,1992161,both,SAN BERNARDINO,5.30202347781237e-05,both,8.382856606469055e-05,Control
4069,2007,California,CA,SAN DIEGO COUNTY,370.0,2975742,both,SAN DIEGO,5.30202347781237e-05,both,0.00012433873635550393,Control
4070,2007,California,CA,SAN FRANCISCO COUNTY,208.0,778673,both,SAN FRANCISCO,5.30202347781237e-05,both,0.00026712111502517747,Control
4071,2007,California,CA,SAN JOAQUIN COUNTY,107.0,668080,both,SAN JOAQUIN,5.30202347781237e-05,both,0.00016016045982517063,Control
4072,2007,California,CA,SAN LUIS OBISPO COUNTY,27.0,262770,both,SAN LUIS OBISPO,5.30202347781237e-05,both,0.00010275145564562165,Control
4073,2007,California,CA,SAN MATEO COUNTY,62.0,693849,both,SAN MATEO,5.30202347781237e-05,both,8.935661793848517e-05,Control
4074,2007,California,CA,SANTA BARBARA COUNTY,37.0,411243,both,SANTA BARBARA,5.30202347781237e-05,both,8.997113628681825e-05,Control
4075,2007,California,CA,SANTA CLARA COUNTY,156.0,1712026,both,SANTA CLARA,5.30202347781237e-05,both,9.112011149363386e-05,Control
4076,2007,California,CA,SANTA CRUZ COUNTY,36.0,253304,both,SANTA CRUZ,5.30202347781237e-05,both,0.00014212171935697816,Control
4077,2007,California,CA,SHASTA COUNTY,35.0,176548,both,SHASTA,5.30202347781237e-05,both,0.00019824636925935157,Control
4078,2007,California,,SIERRA COUNTY,0.0,3373,left_only,SIERRA,5.30202347781237e-05,both,0.0,Control
4079,2007,California,,SISKIYOU COUNTY,2.0,44465,left_only,SISKIYOU,5.30202347781237e-05,both,4.497919712133138e-05,Control
4080,2007,California,CA,SOLANO COUNTY,27.0,408243,both,SOLANO,5.30202347781237e-05,both,6.613708012139828e-05,Control
4081,2007,California,CA,SONOMA COUNTY,53.0,467356,both,SONOMA,5.30202347781237e-05,both,0.00011340391478872636,Control
4082,2007,California,CA,STANISLAUS COUNTY,80.0,507834,both,STANISLAUS,5.30202347781237e-05,both,0.00015753179188474973,Control
4083,2007,California,,SUTTER COUNTY,5.0,92959,left_only,SUTTER,5.30202347781237e-05,both,5.3787153476263726e-05,Control
4084,2007,California,,TEHAMA COUNTY,3.0,62147,left_only,TEHAMA,5.30202347781237e-05,both,4.8272643892706e-05,Control
4085,2007,California,,TRINITY COUNTY,1.0,13648,left_only,TRINITY,5.30202347781237e-05,both,7.327080890973036e-05,Control
4086,2007,California,CA,TULARE COUNTY,19.0,422140,both,TULARE,5.30202347781237e-05,both,4.500876486473682e-05,Control
4087,2007,California,CA,TUOLUMNE COUNTY,14.0,56339,both,TUOLUMNE,5.30202347781237e-05,both,0.000248495713448943,Control
4088,2007,California,CA,VENTURA COUNTY,82.0,800027,both,VENTURA,5.30202347781237e-05,both,0.00010249654074174996,Control
4089,2007,California,CA,YOLO COUNTY,10.0,194339,both,YOLO,5.30202347781237e-05,both,5.145647554016435e-05,Control
4090,2007,California,,YUBA COUNTY,4.0,70761,left_only,YUBA,5.30202347781237e-05,both,5.652831361908396e-05,Control
4091,2007,Colorado,CO,ADAMS COUNTY,70.0,415746,both,ADAMS,5.787003306502177e-05,both,0.00016837203484820057,Control
4092,2007,Colorado,,ALAMOSA COUNTY,1.0,15180,left_only,ALAMOSA,5.787003306502177e-05,both,6.587615283267457e-05,Control
4093,2007,Colorado,CO,ARAPAHOE COUNTY,88.0,542039,both,ARAPAHOE,5.787003306502177e-05,both,0.0001623499416093676,Control
4094,2007,Colorado,,ARCHULETA COUNTY,1.0,12262,left_only,ARCHULETA,5.787003306502177e-05,both,8.155276463872126e-05,Control
4095,2007,Colorado,,BACA COUNTY,0.0,3866,left_only,BACA,5.787003306502177e-05,both,0.0,Control
4096,2007,Colorado,,BENT COUNTY,0.0,5715,left_only,BENT,5.787003306502177e-05,both,0.0,Control
4097,2007,Colorado,CO,BOULDER COUNTY,33.0,287428,both,BOULDER,5.787003306502177e-05,both,0.00011481136145399892,Control
4098,2007,Colorado,,BROOMFIELD COUNTY,3.0,51526,left_only,BROOMFIELD,5.787003306502177e-05,both,5.8223033031867404e-05,Control
4099,2007,Colorado,,CHAFFEE COUNTY,1.0,17377,left_only,CHAFFEE,5.787003306502177e-05,both,5.754733268113023e-05,Control
4100,2007,Colorado,,CHEYENNE COUNTY,0.0,1863,left_only,CHEYENNE,5.787003306502177e-05,both,0.0,Control
4101,2007,Colorado,,CLEAR CREEK COUNTY,1.0,9152,left_only,CLEAR CREEK,5.787003306502177e-05,both,0.00010926573426573427,Control
4102,2007,Colorado,,COLORADO,10.0,4803868,left_only,C,5.787003306502177e-05,both,2.081655865648265e-06,Control
4103,2007,Colorado,,CONEJOS COUNTY,0.0,8217,left_only,CONEJOS,5.787003306502177e-05,both,0.0,Control
4104,2007,Colorado,,COSTILLA COUNTY,0.0,3567,left_only,COSTILLA,5.787003306502177e-05,both,0.0,Control
4105,2007,Colorado,,CROWLEY COUNTY,0.0,6015,left_only,CROWLEY,5.787003306502177e-05,both,0.0,Control
4106,2007,Colorado,,CUSTER COUNTY,0.0,4112,left_only,CUSTER,5.787003306502177e-05,both,0.0,Control
4107,2007,Colorado,,DELTA COUNTY,2.0,30121,left_only,DELTA,5.787003306502177e-05,both,6.639885793964344e-05,Control
4108,2007,Colorado,CO,DENVER COUNTY,148.0,564395,both,DENVER,5.787003306502177e-05,both,0.0002622276951425863,Control
4109,2007,Colorado,,DOLORES COUNTY,0.0,1980,left_only,DOLORES,5.787003306502177e-05,both,0.0,Control
4110,2007,Colorado,CO,DOUGLAS COUNTY,11.0,267177,both,DOUGLAS,5.787003306502177e-05,both,4.1171208599542624e-05,Control
4111,2007,Colorado,,EAGLE COUNTY,3.0,49803,left_only,EAGLE,5.787003306502177e-05,both,6.023733510029516e-05,Control
4112,2007,Colorado,CO,EL PASO COUNTY,74.0,586783,both,EL PASO,5.787003306502177e-05,both,0.0001261113563276373,Control
4113,2007,Colorado,,ELBERT COUNTY,1.0,22402,left_only,ELBERT,5.787003306502177e-05,both,4.463887152932774e-05,Control
4114,2007,Colorado,,FREMONT COUNTY,3.0,46959,left_only,FREMONT,5.787003306502177e-05,both,6.388551715326135e-05,Control
4115,2007,Colorado,,GARFIELD COUNTY,3.0,53534,left_only,GARFIELD,5.787003306502177e-05,both,5.603915268801136e-05,Control
4116,2007,Colorado,,GILPIN COUNTY,0.0,4893,left_only,GILPIN,5.787003306502177e-05,both,0.0,Control
4117,2007,Colorado,,GRAND COUNTY,1.0,14306,left_only,GRAND,5.787003306502177e-05,both,6.990074094785405e-05,Control
4118,2007,Colorado,,GUNNISON COUNTY,1.0,15043,left_only,GUNNISON,5.787003306502177e-05,both,6.647610184138802e-05,Control
4119,2007,Colorado,,HINSDALE COUNTY,0.0,835,left_only,HINSDALE,5.787003306502177e-05,both,0.0,Control
4120,2007,Colorado,,HUERFANO COUNTY,0.0,7051,left_only,HUERFANO,5.787003306502177e-05,both,0.0,Control
4121,2007,Colorado,,JACKSON COUNTY,0.0,1407,left_only,JACKSON,5.787003306502177e-05,both,0.0,Control
4122,2007,Colorado,CO,JEFFERSON COUNTY,70.0,524911,both,JEFFERSON,5.787003306502177e-05,both,0.00013335594034036247,Control
4123,2007,Colorado,,KIOWA COUNTY,0.0,1410,left_only,KIOWA,5.787003306502177e-05,both,0.0,Control
4124,2007,Colorado,,KIT CARSON COUNTY,0.0,7954,left_only,KIT CARSON,5.787003306502177e-05,both,0.0,Control
4125,2007,Colorado,,LA PLATA COUNTY,3.0,49343,left_only,LA PLATA,5.787003306502177e-05,both,6.079889751332509e-05,Control
4126,2007,Colorado,,LAKE COUNTY,0.0,7392,left_only,LAKE,5.787003306502177e-05,both,0.0,Control
4127,2007,Colorado,CO,LARIMER COUNTY,30.0,286112,both,LARIMER,5.787003306502177e-05,both,0.00010485404317190471,Control
4128,2007,Colorado,,LAS ANIMAS COUNTY,1.0,15734,left_only,LAS ANIMAS,5.787003306502177e-05,both,6.355662895640016e-05,Control
4129,2007,Colorado,,LINCOLN COUNTY,0.0,5484,left_only,LINCOLN,5.787003306502177e-05,both,0.0,Control
4130,2007,Colorado,,LOGAN COUNTY,1.0,22163,left_only,LOGAN,5.787003306502177e-05,both,4.512024545413527e-05,Control
4131,2007,Colorado,,MESA COUNTY,8.0,139434,left_only,MESA,5.787003306502177e-05,both,5.7374815324813174e-05,Control
4132,2007,Colorado,,MINERAL COUNTY,0.0,807,left_only,MINERAL,5.787003306502177e-05,both,0.0,Control
4133,2007,Colorado,,MOFFAT COUNTY,1.0,13348,left_only,MOFFAT,5.787003306502177e-05,both,7.491759065028469e-05,Control
4134,2007,Colorado,,MONTEZUMA COUNTY,1.0,25157,left_only,MONTEZUMA,5.787003306502177e-05,both,3.975036769090114e-05,Control
4135,2007,Colorado,,MONTROSE COUNTY,2.0,39673,left_only,MONTROSE,5.787003306502177e-05,both,5.041211907342525e-05,Control
4136,2007,Colorado,,MORGAN COUNTY,2.0,27745,left_only,MORGAN,5.787003306502177e-05,both,7.208506037123806e-05,Control
4137,2007,Colorado,,OTERO COUNTY,1.0,18783,left_only,OTERO,5.787003306502177e-05,both,5.3239631581749454e-05,Control
4138,2007,Colorado,,OURAY COUNTY,0.0,4250,left_only,OURAY,5.787003306502177e-05,both,0.0,Control
4139,2007,Colorado,,PARK COUNTY,1.0,16445,left_only,PARK,5.787003306502177e-05,both,6.080875646093037e-05,Control
4140,2007,Colorado,,PHILLIPS COUNTY,0.0,4378,left_only,PHILLIPS,5.787003306502177e-05,both,0.0,Control
4141,2007,Colorado,,PITKIN COUNTY,1.0,15814,left_only,PITKIN,5.787003306502177e-05,both,6.32351081320349e-05,Control
4142,2007,Colorado,,PROWERS COUNTY,1.0,12736,left_only,PROWERS,5.787003306502177e-05,both,7.85175879396985e-05,Control
4143,2007,Colorado,CO,PUEBLO COUNTY,11.0,155121,both,PUEBLO,5.787003306502177e-05,both,7.091238452562838e-05,Control
4144,2007,Colorado,,RIO BLANCO COUNTY,0.0,6373,left_only,RIO BLANCO,5.787003306502177e-05,both,0.0,Control
4145,2007,Colorado,,RIO GRANDE COUNTY,1.0,11852,left_only,RIO GRANDE,5.787003306502177e-05,both,8.437394532568343e-05,Control
4146,2007,Colorado,,ROUTT COUNTY,1.0,22491,left_only,ROUTT,5.787003306502177e-05,both,4.4462229336178915e-05,Control
4147,2007,Colorado,,SAGUACHE COUNTY,0.0,6148,left_only,SAGUACHE,5.787003306502177e-05,both,0.0,Control
4148,2007,Colorado,,SAN JUAN COUNTY,0.0,661,left_only,SAN JUAN,5.787003306502177e-05,both,0.0,Control
4149,2007,Colorado,,SAN MIGUEL COUNTY,0.0,7322,left_only,SAN MIGUEL,5.787003306502177e-05,both,0.0,Control
4150,2007,Colorado,,SEDGWICK COUNTY,0.0,2400,left_only,SEDGWICK,5.787003306502177e-05,both,0.0,Control
4151,2007,Colorado,,SUMMIT COUNTY,2.0,26603,left_only,SUMMIT,5.787003306502177e-05,both,7.51794910348457e-05,Control
4152,2007,Colorado,,TELLER COUNTY,1.0,22707,left_only,TELLER,5.787003306502177e-05,both,4.40392830404721e-05,Control
4153,2007,Colorado,,WASHINGTON COUNTY,0.0,4883,left_only,WASHINGTON,5.787003306502177e-05,both,0.0,Control
4154,2007,Colorado,CO,WELD COUNTY,21.0,237692,both,WELD,5.787003306502177e-05,both,8.834962893155849e-05,Control
4155,2007,Colorado,,YUMA COUNTY,1.0,9788,left_only,YUMA,5.787003306502177e-05,both,0.0001021659174499387,Control
4156,2007,Florida,FL,ALACHUA COUNTY,17.0,242685,both,ALACHUA,7.061254120108394e-05,both,7.004965284216164e-05,Treatment
4157,2007,Florida,,BAKER COUNTY,2.0,26212,left_only,BAKER,7.061254120108394e-05,both,7.630093087135663e-05,Control
4158,2007,Florida,FL,BAY COUNTY,30.0,165345,both,BAY,7.061254120108394e-05,both,0.00018143880976140796,Treatment
4159,2007,Florida,,BRADFORD COUNTY,2.0,28825,left_only,BRADFORD,7.061254120108394e-05,both,6.938421509106678e-05,Control
4160,2007,Florida,FL,BREVARD COUNTY,104.0,539719,both,BREVARD,7.061254120108394e-05,both,0.00019269286424972995,Treatment
4161,2007,Florida,FL,BROWARD COUNTY,282.0,1720825,both,BROWARD,7.061254120108394e-05,both,0.0001638748855926663,Treatment
4162,2007,Florida,,CALHOUN COUNTY,1.0,14222,left_only,CALHOUN,7.061254120108394e-05,both,7.03135986499789e-05,Control
4163,2007,Florida,FL,CHARLOTTE COUNTY,17.0,159742,both,CHARLOTTE,7.061254120108394e-05,both,0.00010642160483780095,Treatment
4164,2007,Florida,FL,CITRUS COUNTY,17.0,140974,both,CITRUS,7.061254120108394e-05,both,0.00012058961226892902,Treatment
4165,2007,Florida,FL,CLAY COUNTY,26.0,184256,both,CLAY,7.061254120108394e-05,both,0.00014110802361931227,Treatment
4166,2007,Florida,FL,COLLIER COUNTY,38.0,314437,both,COLLIER,7.061254120108394e-05,both,0.00012085091767190248,Treatment
4167,2007,Florida,,COLUMBIA COUNTY,5.0,66604,left_only,COLUMBIA,7.061254120108394e-05,both,7.507056633235242e-05,Control
4168,2007,Florida,,DESOTO COUNTY,2.0,34537,left_only,DESOTO,7.061254120108394e-05,both,5.79089092856936e-05,Control
4169,2007,Florida,,DIXIE COUNTY,1.0,16083,left_only,DIXIE,7.061254120108394e-05,both,6.21774544550146e-05,Control
4170,2007,Florida,FL,DUVAL COUNTY,140.0,851033,both,DUVAL,7.061254120108394e-05,both,0.00016450595922837304,Treatment
4171,2007,Florida,FL,ESCAMBIA COUNTY,31.0,297393,both,ESCAMBIA,7.061254120108394e-05,both,0.00010423917173571671,Treatment
4172,2007,Florida,,FLAGLER COUNTY,6.0,90516,left_only,FLAGLER,7.061254120108394e-05,both,6.628662335940607e-05,Control
4173,2007,Florida,,FLORIDA,10.0,18367842,left_only,,7.061254120108394e-05,both,5.444297702473704e-07,Control
4174,2007,Florida,,FRANKLIN COUNTY,1.0,11491,left_only,FRANKLIN,7.061254120108394e-05,both,8.702462796971542e-05,Control
4175,2007,Florida,,GADSDEN COUNTY,3.0,45867,left_only,GADSDEN,7.061254120108394e-05,both,6.540650140623977e-05,Control
4176,2007,Florida,,GILCHRIST COUNTY,1.0,16610,left_only,GILCHRIST,7.061254120108394e-05,both,6.020469596628537e-05,Control
4177,2007,Florida,,GLADES COUNTY,1.0,12357,left_only,GLADES,7.061254120108394e-05,both,8.09257910496075e-05,Control
4178,2007,Florida,,GULF COUNTY,1.0,15908,left_only,GULF,7.061254120108394e-05,both,6.286145335680161e-05,Control
4179,2007,Florida,,HAMILTON COUNTY,1.0,14589,left_only,HAMILTON,7.061254120108394e-05,both,6.854479402289396e-05,Control
4180,2007,Florida,,HARDEE COUNTY,2.0,27489,left_only,HARDEE,7.061254120108394e-05,both,7.275637527738368e-05,Control
4181,2007,Florida,,HENDRY COUNTY,3.0,39006,left_only,HENDRY,7.061254120108394e-05,both,7.691124442393478e-05,Control
4182,2007,Florida,FL,HERNANDO COUNTY,36.0,169891,both,HERNANDO,7.061254120108394e-05,both,0.00021190057154293047,Treatment
4183,2007,Florida,,HIGHLANDS COUNTY,7.0,99023,left_only,HIGHLANDS,7.061254120108394e-05,both,7.069064762731891e-05,Control
4184,2007,Florida,FL,HILLSBOROUGH COUNTY,257.0,1184686,both,HILLSBOROUGH,7.061254120108394e-05,both,0.00021693512036100705,Treatment
4185,2007,Florida,,HOLMES COUNTY,1.0,19991,left_only,HOLMES,7.061254120108394e-05,both,5.00225101295583e-05,Control
4186,2007,Florida,FL,INDIAN RIVER COUNTY,22.0,134564,both,INDIAN RIVER,7.061254120108394e-05,both,0.0001634909782705627,Treatment
4187,2007,Florida,,JACKSON COUNTY,3.0,48368,left_only,JACKSON,7.061254120108394e-05,both,6.202447899437644e-05,Control
4188,2007,Florida,,JEFFERSON COUNTY,1.0,14383,left_only,JEFFERSON,7.061254120108394e-05,both,6.952652436904678e-05,Control
4189,2007,Florida,,LAFAYETTE COUNTY,1.0,8398,left_only,LAFAYETTE,7.061254120108394e-05,both,0.00011907597046915932,Control
4190,2007,Florida,FL,LAKE COUNTY,20.0,289909,both,LAKE,7.061254120108394e-05,both,6.89871649379633e-05,Treatment
4191,2007,Florida,FL,LEE COUNTY,98.0,604716,both,LEE,7.061254120108394e-05,both,0.00016205954530721858,Treatment
4192,2007,Florida,FL,LEON COUNTY,13.0,268519,both,LEON,7.061254120108394e-05,both,4.841370629266458e-05,Treatment
4193,2007,Florida,,LEVY COUNTY,3.0,40204,left_only,LEVY,7.061254120108394e-05,both,7.461944085165656e-05,Control
4194,2007,Florida,,LIBERTY COUNTY,1.0,8113,left_only,LIBERTY,7.061254120108394e-05,both,0.0001232589670898558,Control
4195,2007,Florida,,MADISON COUNTY,1.0,19322,left_only,MADISON,7.061254120108394e-05,both,5.1754476762239936e-05,Control
4196,2007,Florida,FL,MANATEE COUNTY,46.0,316410,both,MANATEE,7.061254120108394e-05,both,0.00014538099301539143,Treatment
4197,2007,Florida,FL,MARION COUNTY,30.0,325634,both,MARION,7.061254120108394e-05,both,9.212797189482671e-05,Treatment
4198,2007,Florida,FL,MARTIN COUNTY,27.0,143542,both,MARTIN,7.061254120108394e-05,both,0.0001880982569561522,Treatment
4199,2007,Florida,FL,MIAMI-DADE COUNTY,149.0,2415576,both,MIAMI-DADE,7.061254120108394e-05,both,6.168301059457455e-05,Treatment
4200,2007,Florida,FL,MONROE COUNTY,17.0,72906,both,MONROE,7.061254120108394e-05,both,0.0002331769676021178,Treatment
4201,2007,Florida,FL,NASSAU COUNTY,10.0,69969,both,NASSAU,7.061254120108394e-05,both,0.00014292043619317126,Treatment
4202,2007,Florida,FL,OKALOOSA COUNTY,29.0,182677,both,OKALOOSA,7.061254120108394e-05,both,0.00015875014369625076,Treatment
4203,2007,Florida,,OKEECHOBEE COUNTY,3.0,39840,left_only,OKEECHOBEE,7.061254120108394e-05,both,7.530120481927712e-05,Control
4204,2007,Florida,FL,ORANGE COUNTY,110.0,1100663,both,ORANGE,7.061254120108394e-05,both,9.99397635788611e-05,Treatment
4205,2007,Florida,FL,OSCEOLA COUNTY,26.0,253722,both,OSCEOLA,7.061254120108394e-05,both,0.00010247436170296624,Treatment
4206,2007,Florida,FL,PALM BEACH COUNTY,262.0,1286586,both,PALM BEACH,7.061254120108394e-05,both,0.0002036397100543609,Treatment
4207,2007,Florida,FL,PASCO COUNTY,125.0,453579,both,PASCO,7.061254120108394e-05,both,0.0002755859508486945,Treatment
4208,2007,Florida,FL,PINELLAS COUNTY,235.0,918624,both,PINELLAS,7.061254120108394e-05,both,0.0002558173964538266,Treatment
4209,2007,Florida,FL,POLK COUNTY,82.0,585982,both,POLK,7.061254120108394e-05,both,0.00013993603899095877,Treatment
4210,2007,Florida,,PUTNAM COUNTY,5.0,75107,left_only,PUTNAM,7.061254120108394e-05,both,6.657169105409616e-05,Control
4211,2007,Florida,FL,SANTA ROSA COUNTY,20.0,146158,both,SANTA ROSA,7.061254120108394e-05,both,0.00013683821617701392,Treatment
4212,2007,Florida,FL,SARASOTA COUNTY,76.0,375325,both,SARASOTA,7.061254120108394e-05,both,0.00020249117431559317,Treatment
4213,2007,Florida,FL,SEMINOLE COUNTY,49.0,413571,both,SEMINOLE,7.061254120108394e-05,both,0.00011848026094672982,Treatment
4214,2007,Florida,FL,ST. JOHNS COUNTY,13.0,175318,both,ST. JOHNS,7.061254120108394e-05,both,7.415097137772504e-05,Treatment
4215,2007,Florida,FL,ST. LUCIE COUNTY,46.0,266860,both,ST. LUCIE,7.061254120108394e-05,both,0.00017237502810462415,Treatment
4216,2007,Florida,,SUMTER COUNTY,6.0,82101,left_only,SUMTER,7.061254120108394e-05,both,7.308071765264735e-05,Control
4217,2007,Florida,,SUWANNEE COUNTY,3.0,40309,left_only,SUWANNEE,7.061254120108394e-05,both,7.442506636235084e-05,Control
4218,2007,Florida,,TAYLOR COUNTY,2.0,21805,left_only,TAYLOR,7.061254120108394e-05,both,9.172208209126347e-05,Control
4219,2007,Florida,,UNION COUNTY,1.0,15419,left_only,UNION,7.061254120108394e-05,both,6.485504896556197e-05,Control
4220,2007,Florida,FL,VOLUSIA COUNTY,82.0,498935,both,VOLUSIA,7.061254120108394e-05,both,0.0001643500656398128,Treatment
4221,2007,Florida,,WAKULLA COUNTY,2.0,28588,left_only,WAKULLA,7.061254120108394e-05,both,6.995942353435007e-05,Control
4222,2007,Florida,FL,WALTON COUNTY,12.0,52355,both,WALTON,7.061254120108394e-05,both,0.000229204469487155,Treatment
4223,2007,Florida,,WASHINGTON COUNTY,2.0,23469,left_only,WASHINGTON,7.061254120108394e-05,both,8.521879926711832e-05,Control
4224,2007,Georgia,,APPLING COUNTY,0.0,17985,left_only,APPLING,2.4545486047682628e-05,both,0.0,Control
4225,2007,Georgia,,ATKINSON COUNTY,0.0,8346,left_only,ATKINSON,2.4545486047682628e-05,both,0.0,Control
4226,2007,Georgia,,BACON COUNTY,0.0,10968,left_only,BACON,2.4545486047682628e-05,both,0.0,Control
4227,2007,Georgia,,BAKER COUNTY,0.0,3706,left_only,BAKER,2.4545486047682628e-05,both,0.0,Control
4228,2007,Georgia,,BALDWIN COUNTY,1.0,47336,left_only,BALDWIN,2.4545486047682628e-05,both,2.112557039040054e-05,Control
4229,2007,Georgia,,BANKS COUNTY,0.0,17550,left_only,BANKS,2.4545486047682628e-05,both,0.0,Control
4230,2007,Georgia,,BARROW COUNTY,2.0,64760,left_only,BARROW,2.4545486047682628e-05,both,3.088326127239036e-05,Control
4231,2007,Georgia,,BARTOW COUNTY,2.0,95714,left_only,BARTOW,2.4545486047682628e-05,both,2.089558476293959e-05,Control
4232,2007,Georgia,,BEN HILL COUNTY,0.0,17719,left_only,BEN HILL,2.4545486047682628e-05,both,0.0,Control
4233,2007,Georgia,,BERRIEN COUNTY,0.0,18255,left_only,BERRIEN,2.4545486047682628e-05,both,0.0,Control
4234,2007,Georgia,GA,BIBB COUNTY,12.0,154286,both,BIBB,2.4545486047682628e-05,both,7.777763374512269e-05,Control
4235,2007,Georgia,,BLECKLEY COUNTY,0.0,13016,left_only,BLECKLEY,2.4545486047682628e-05,both,0.0,Control
4236,2007,Georgia,,BRANTLEY COUNTY,0.0,17198,left_only,BRANTLEY,2.4545486047682628e-05,both,0.0,Control
4237,2007,Georgia,,BROOKS COUNTY,0.0,16333,left_only,BROOKS,2.4545486047682628e-05,both,0.0,Control
4238,2007,Georgia,,BRYAN COUNTY,1.0,28302,left_only,BRYAN,2.4545486047682628e-05,both,3.533319200056533e-05,Control
4239,2007,Georgia,,BULLOCH COUNTY,2.0,65768,left_only,BULLOCH,2.4545486047682628e-05,both,3.040992579978105e-05,Control
4240,2007,Georgia,,BURKE COUNTY,1.0,22972,left_only,BURKE,2.4545486047682628e-05,both,4.353125544140693e-05,Control
4241,2007,Georgia,,BUTTS COUNTY,1.0,23184,left_only,BUTTS,2.4545486047682628e-05,both,4.313319530710835e-05,Control
4242,2007,Georgia,,CALHOUN COUNTY,0.0,6269,left_only,CALHOUN,2.4545486047682628e-05,both,0.0,Control
4243,2007,Georgia,,CAMDEN COUNTY,1.0,48947,left_only,CAMDEN,2.4545486047682628e-05,both,2.0430261303042066e-05,Control
4244,2007,Georgia,,CANDLER COUNTY,0.0,10586,left_only,CANDLER,2.4545486047682628e-05,both,0.0,Control
4245,2007,Georgia,GA,CARROLL COUNTY,22.0,108947,both,CARROLL,2.4545486047682628e-05,both,0.00020193305001514497,Control
4246,2007,Georgia,,CATOOSA COUNTY,2.0,62539,left_only,CATOOSA,2.4545486047682628e-05,both,3.1980044452261786e-05,Control
4247,2007,Georgia,,CHARLTON COUNTY,0.0,12056,left_only,CHARLTON,2.4545486047682628e-05,both,0.0,Control
4248,2007,Georgia,GA,CHATHAM COUNTY,26.0,251981,both,CHATHAM,2.4545486047682628e-05,both,0.00010318238279870307,Control
4249,2007,Georgia,,CHATTAHOOCHEE COUNTY,0.0,11965,left_only,CHATTAHOOCHEE,2.4545486047682628e-05,both,0.0,Control
4250,2007,Georgia,,CHATTOOGA COUNTY,1.0,26230,left_only,CHATTOOGA,2.4545486047682628e-05,both,3.812428516965307e-05,Control
4251,2007,Georgia,GA,CHEROKEE COUNTY,22.0,202544,both,CHEROKEE,2.4545486047682628e-05,both,0.00010861837427916897,Control
4252,2007,Georgia,,CLARKE COUNTY,3.0,113995,left_only,CLARKE,2.4545486047682628e-05,both,2.6316943725602e-05,Control
4253,2007,Georgia,,CLAY COUNTY,0.0,3262,left_only,CLAY,2.4545486047682628e-05,both,0.0,Control
4254,2007,Georgia,GA,CLAYTON COUNTY,19.0,260441,both,CLAYTON,2.4545486047682628e-05,both,7.295318325455669e-05,Control
4255,2007,Georgia,,CLINCH COUNTY,0.0,6838,left_only,CLINCH,2.4545486047682628e-05,both,0.0,Control
4256,2007,Georgia,GA,COBB COUNTY,45.0,670438,both,COBB,2.4545486047682628e-05,both,6.712030046029611e-05,Control
4257,2007,Georgia,,COFFEE COUNTY,1.0,41299,left_only,COFFEE,2.4545486047682628e-05,both,2.421366134773239e-05,Control
4258,2007,Georgia,,COLQUITT COUNTY,1.0,44209,left_only,COLQUITT,2.4545486047682628e-05,both,2.2619828541699653e-05,Control
4259,2007,Georgia,,COLUMBIA COUNTY,3.0,115074,left_only,COLUMBIA,2.4545486047682628e-05,both,2.6070180927055635e-05,Control
4260,2007,Georgia,,COOK COUNTY,0.0,16848,left_only,COOK,2.4545486047682628e-05,both,0.0,Control
4261,2007,Georgia,GA,COWETA COUNTY,11.0,118156,both,COWETA,2.4545486047682628e-05,both,9.309726124784183e-05,Control
4262,2007,Georgia,,CRAWFORD COUNTY,0.0,12895,left_only,CRAWFORD,2.4545486047682628e-05,both,0.0,Control
4263,2007,Georgia,,CRISP COUNTY,1.0,23146,left_only,CRISP,2.4545486047682628e-05,both,4.320400933206602e-05,Control
4264,2007,Georgia,,DADE COUNTY,0.0,16648,left_only,DADE,2.4545486047682628e-05,both,0.0,Control
4265,2007,Georgia,,DAWSON COUNTY,1.0,21509,left_only,DAWSON,2.4545486047682628e-05,both,4.64921660700172e-05,Control
4266,2007,Georgia,GA,DEKALB COUNTY,39.0,680962,both,DEKALB,2.4545486047682628e-05,both,5.7271918256819026e-05,Control
4267,2007,Georgia,,DECATUR COUNTY,1.0,27883,left_only,DECATUR,2.4545486047682628e-05,both,3.586414661263135e-05,Control
4268,2007,Georgia,,DODGE COUNTY,1.0,21225,left_only,DODGE,2.4545486047682628e-05,both,4.7114252061248525e-05,Control
4269,2007,Georgia,,DOOLY COUNTY,0.0,13867,left_only,DOOLY,2.4545486047682628e-05,both,0.0,Control
4270,2007,Georgia,,DOUGHERTY COUNTY,2.0,94522,left_only,DOUGHERTY,2.4545486047682628e-05,both,2.115909523708766e-05,Control
4271,2007,Georgia,,DOUGLAS COUNTY,3.0,125560,left_only,DOUGLAS,2.4545486047682628e-05,both,2.3892959541255176e-05,Control
4272,2007,Georgia,,EARLY COUNTY,0.0,11429,left_only,EARLY,2.4545486047682628e-05,both,0.0,Control
